uid,cid
2068, "COOP2"
2426, "PHIL220J"
542, "GSJ350"
3105, "MUSIC380"
4480, "NE380L"
2806, "ENVS274"
2461, "SOC253"
2594, "AFM291"
1071, "INTEG499A"
1429, "CHEM262"
3019, "FR471"
2817, "MSE546"
4729, "GSJ315"
1550, "SOC355J"
1617, "ECE192"
2679, "SMF365"
1345, "MSE551"
3262, "PHYS256"
3878, "RS380"
2589, "SPAN446W"
4502, "ECE222"
3989, "CS114"
4474, "SDS400R"
1490, "PHYS396"
3851, "ENGL108T"
1694, "GEOE100"
832, "MENN390"
1997, "SYDE223"
2394, "CIVE415"
2807, "SOC452"
1461, "PHIL120J"
1775, "STAT435"
4285, "PLAN481"
1119, "GSJ320"
4504, "LS419"
3478, "FINE256"
4490, "GEOG387"
1273, "PHARM391"
4706, "ENGL240R"
1595, "RS350"
3948, "ENGL460B"
1663, "CIVE310"
3366, "MSE261"
687, "PMATH333"
3418, "CS146"
334, "MUSIC332"
160, "ENGL132R"
4879, "HIST379"
3190, "ECE331"
3434, "SFM309"
4250, "ENVS476A"
4903, "ME354"
1640, "PSYCH231"
3916, "GSJ202"
1070, "ERS474"
4225, "GERON220"
1046, "ENGL336"
1475, "ERS475"
3216, "ENBUS304"
2616, "CIVE222"
2098, "HIST250"
4842, "MSE232"
2179, "HLTH401"
2186, "SDS415R"
1796, "ITALST292"
484, "INDENT225"
3454, "PD5"
4029, "SMF215"
2081, "BIOL499A"
4797, "ENGL293"
1332, "ARCH484"
1401, "BME252"
1359, "REC215"
1083, "BIOL448"
1334, "GEOG423"
3326, "AFM323"
1407, "ERS475"
2613, "CS450"
3081, "NE454A"
4946, "SMF218"
1814, "ECE462"
4944, "MATH127"
3800, "SFM102"
2039, "SOC423"
2358, "GBDA312"
3152, "ECE457C"
806, "EMLS129R"
3301, "INDEV275"
1382, "RS325"
2528, "FINE304"
2012, "SE499"
2675, "SOC383"
449, "PHIL455"
211, "PSYCH462"
3191, "PSCI428"
734, "LAT341"
1661, "EARTH458"
2218, "ME574"
708, "SYDE351"
2881, "PLAN453"
3110, "FINE359"
869, "CHE562"
571, "HIST205"
2595, "GEOG430C"
4576, "EARTH444"
4475, "NE301"
340, "CLAS231"
1566, "ARCH449"
4466, "HLTH448"
2510, "ME574"
4266, "ECON100"
1062, "MSE334"
1980, "HHUM391"
359, "ARTS290"
3748, "FR255"
3182, "SPAN430"
4375, "SMF400"
571, "PSCI455"
2407, "HLTH303"
2894, "KOREA391R"
631, "AFM323"
1695, "COMMST308"
4918, "SYDE121"
4777, "ANTH321"
4044, "HIST323"
2790, "ENGL293"
1914, "CHEM491A"
533, "MUSIC390"
2311, "GEOG414"
4278, "PHIL256"
2396, "ENGL364"
3796, "ACTSC232"
797, "CIVE265"
590, "PHIL441"
108, "HIST253"
2851, "PLAN403"
49, "PHYS391L"
631, "CS436"
2826, "ECON474"
336, "BUS208W"
3037, "MTE204"
3323, "ME101"
2344, "MSE435"
3415, "ECON483"
3971, "BIOL354"
2562, "DAC248"
3226, "SCI395"
1620, "SOC240"
3761, "LS496"
1867, "CHEM357"
3369, "NE408"
27, "ARCH172"
1494, "PHYS111L"
2862, "AFM446"
1496, "PSYCH372"
1812, "BUS445W"
26, "ME400A"
2700, "NE301"
3945, "SOC401"
4149, "CHEM123"
3923, "RS211"
3261, "HLTH301"
3364, "ENGL104"
599, "SCI395"
1183, "BIOL472"
4465, "ITALST281"
3088, "FINE228"
2619, "ENBUS402A"
2658, "NE281"
4931, "SDS351R"
2990, "HIST423"
2545, "GENE120"
729, "BET412"
250, "SFM102"
3344, "RS221"
4788, "ITALST360"
2891, "GBDA414"
195, "PACS390"
1898, "MUSIC380"
2621, "PHIL258"
4578, "GBDA301"
2847, "BIOL449"
509, "KIN352"
1522, "ENGL463"
345, "ACTSC454"
4213, "ERS234"
3858, "MATH118"
3102, "CHEM250L"
3787, "CHEM120"
469, "STAT464"
1045, "CIVE542"
1720, "SYDE181"
3240, "FINE262"
3903, "ENGL335"
1049, "CS447"
440, "ME555"
4363, "ECON406"
426, "PACS318"
2436, "RS395"
3645, "PHYS391"
2950, "STV208"
4540, "KIN310"
889, "ENBUS211"
4854, "EASIA207R"
3611, "FINE383"
3482, "ENGL392B"
1230, "MSE331"
2691, "REC172"
3482, "HIST397"
4868, "SOC423"
2000, "COMMST102"
3909, "BASE42"
187, "ME572"
3296, "BET350"
3576, "MSE436"
3505, "KOREA102R"
4588, "PHYS115"
3359, "CS106"
1780, "BME202"
438, "HIST421"
609, "ENGL451A"
3352, "SE380"
3715, "KIN121"
1839, "ENGL365"
3828, "FR192B"
3040, "PSYCH461"
4180, "ARBUS101"
4564, "PHIL255"
1368, "MATH207"
2864, "CS466"
2331, "THPERF343"
4623, "ENGL247"
956, "ITAL251"
3847, "HLTH433"
944, "KIN104"
2052, "RS271"
1352, "CIVE343"
4695, "AVIA306"
1757, "CLAS103"
4632, "PHIL227"
1373, "PHIL404"
1524, "GBDA211"
1850, "GEOE153"
1097, "SMF350"
2616, "HEALTH107"
3607, "RS201"
158, "PHYS484"
3170, "ANTH290"
1623, "RS364"
2406, "ENVE115"
3784, "SMF350"
3823, "STAT431"
2424, "MNS322"
3308, "HLTH102"
860, "OPTOM231"
4414, "PHIL207J"
3589, "CIVE224"
2081, "HIST341"
3890, "AMATH455"
1837, "MATBUS471"
3209, "PHIL340"
3430, "RS235"
2683, "AFM123"
3267, "BIOL447"
2528, "MATH215"
1518, "PSCI260"
2747, "HIST328"
334, "SDS495R"
2713, "ITALST120"
2196, "CIVE507"
1710, "ACTSC331"
294, "ECE404"
4638, "FINE209"
2732, "COMMST479"
3456, "PSYCH353"
412, "ECE498A"
2452, "INDENT320"
4301, "HLTH480"
1804, "PLAN487"
2158, "CHEM356"
1523, "GER299"
781, "AFM273"
1903, "CLAS490A"
1100, "CLAS251"
2330, "PSYCH455"
4705, "PHYS260A"
2402, "SOC375R"
3568, "CHEM233L"
3123, "CS452"
2584, "OPTOM458"
994, "SMF101"
2147, "CS454"
4240, "HRM303"
2610, "GENE302"
4183, "FINE221"
1769, "SOC210"
3235, "DAC303"
1518, "HLTH230"
1612, "CHEM430"
1623, "ARCH120"
1789, "ENGL491"
3911, "PHYS365"
638, "PLAN348"
859, "BLKST308"
113, "GENE21K"
4320, "MUSIC275"
922, "ECE457A"
1131, "PHYS10"
1316, "BME301"
4842, "PHARM400"
19, "FINE253"
4198, "SOC329"
547, "CHEM356"
4200, "MNS321"
31, "INTEG375"
1584, "KIN407"
1341, "INDG101"
2763, "MUSIC322"
2795, "CHEM392B"
1611, "HIST202"
3039, "SMF220"
712, "CLAS225"
4959, "INDEV490B"
2876, "SMF214"
726, "MUSIC428"
3236, "RS241"
3327, "PD13"
3706, "OPTOM255L"
841, "RS241"
1334, "SPAN234"
4160, "EMLS101R"
612, "HLTH432B"
994, "ENGL208A"
4288, "ERS200"
584, "BME582"
3409, "PHIL260"
4274, "INDG301"
4716, "MUSIC390"
2993, "REC419"
3035, "KIN418"
2324, "PSCI284"
125, "ITALST112"
1247, "SYDE286"
3073, "MUSIC326"
3929, "COMMST339"
3052, "EASIA250R"
324, "HIST369"
4458, "PHARM329"
104, "ARCH446"
4982, "CO430"
3349, "ACTSC469"
2224, "PHIL407"
1988, "ECON211"
4996, "NE471"
895, "MATH103"
1000, "BET100"
4881, "DAC278"
4372, "CI329"
440, "ME353"
4296, "GEOG460"
2209, "GENE21A"
1376, "BME252"
3727, "ERS443"
1886, "HIST220"
4933, "ANTH204"
2383, "CIVE265"
3617, "HLTH204"
3206, "HIST110"
3536, "SPAN410"
4311, "COMMST100"
704, "ECON256"
3405, "ANTH202"
795, "ITALST396"
4004, "ECE150"
1051, "AVIA100"
3482, "ECON101"
398, "MSE391"
524, "CO471"
1961, "PSYCH310"
1010, "REC351"
4520, "RS275"
3309, "LS326"
2378, "GEOG274"
4396, "FINE220"
3034, "ENGL200B"
70, "ERS270"
4039, "PHIL265"
654, "HIST207"
1013, "ME599"
3161, "OPTOM109"
2397, "ME456"
2232, "CO380"
763, "ANTH245"
3924, "SCBUS223"
3268, "PSYCH450R"
1872, "GER330"
1240, "PHIL252"
1064, "PHARM450"
2517, "BIOL483"
1111, "AE400"
850, "GEOG318"
3302, "GENE21R"
4385, "HUMSC102"
4590, "GER395"
1953, "REC201"
4108, "MATH227"
4385, "ARCH260"
1646, "OPTOM488"
2912, "ERS373"
1537, "PSCI488"
1236, "ARTS122"
2452, "GRK451"
1891, "THPERF321"
3942, "ECE204"
2607, "MUSIC427"
4350, "PHYS10"
1285, "SYDE334"
4919, "ENGL470B"
578, "GER299"
2863, "ENGL460A"
4342, "AFM212"
4112, "CHE302"
16, "HIST200"
3684, "STV304"
2807, "ECON407"
2408, "CLAS461"
2611, "GEOG405"
4519, "PHIL498"
468, "ENGL460D"
3068, "ENVE279"
2564, "COMM432"
1894, "BIOL351"
1489, "CHEM123L"
4704, "ME482"
215, "GENE396"
104, "COMM231"
4017, "PHARM370"
2491, "MEDVL305"
3955, "CHE120"
4075, "ITALST360"
1846, "BIOL345"
3155, "ENGL411"
3681, "GENE21T"
106, "CIVE499"
112, "GEOG487"
1409, "STV302"
779, "APPLS301"
4766, "COMMST475"
3163, "BME589"
3803, "INTEG499B"
3379, "ECON441"
4204, "SYDE286"
2502, "BIOL303"
2058, "ECON381"
4376, "HHUM241"
712, "GENE119"
4925, "ANTH311"
3111, "PHIL262J"
1615, "SOC213"
4803, "CIVE121"
2122, "PLAN333"
3279, "APPLS291"
1412, "ERS365"
3466, "BIOL499B"
2914, "CIVE497"
1391, "PHIL211J"
1739, "PHYS260L"
1790, "NE242"
1434, "STAT330"
4684, "BLKST103"
73, "CHEM237L"
2606, "SDS451R"
3332, "ECE406"
3433, "SDS310R"
4597, "RS244"
4578, "ENBUS375"
1476, "SDS350R"
1139, "ME321"
4871, "GENE21B"
276, "CS486"
1734, "HHUM372"
1874, "AFM470"
3012, "MEDVL205"
4911, "THPERF380"
2864, "COMMST326"
4075, "ENGL210G"
1071, "BME561"
2209, "CHE565"
2977, "ERS200"
2216, "ECE454"
340, "THPERF100"
660, "PSYCH257R"
2165, "ECON393"
1956, "ARCH570"
2122, "MEDVL205"
3459, "ECON351"
4621, "COMMST301"
1633, "FINE150"
482, "ARCH510"
4922, "ITAL155"
1543, "INTEG440"
1764, "BIOL465"
2874, "MSE454"
4408, "PMATH434"
3958, "AMATH373"
4297, "ENGL243"
1374, "STAT467"
4222, "MATH199"
3177, "ENVS444"
4541, "INTEG499A"
3942, "REC372"
3519, "ME533"
810, "HIST252"
2112, "PHYS270L"
4446, "EASIA120R"
710, "MTE201"
1394, "OPTOM109"
802, "COOP7"
4290, "HLTH443"
3447, "AFM101"
3713, "GENE23K"
2977, "AMATH442"
3109, "HUMSC490"
834, "HLTH435"
4723, "SOCWK355R"
4021, "ENGL293"
1958, "MTE482"
1050, "PSYCH261"
2230, "CHINA120R"
932, "PACS401"
4667, "EASIA202R"
258, "RS307"
8, "ENGL330A"
2134, "AFM123"
1512, "ENVE275"
2277, "BME381"
1338, "CHE499"
3108, "CHEM495"
1213, "ENBUS314"
1901, "SYDE533"
1112, "RS275"
342, "PSCI367"
19, "ARCH293"
2087, "CHEM123L"
4004, "APPLS301"
2098, "AMATH333"
683, "PMATH352"
4145, "PACS321"
1972, "GER201"
2880, "CHEM323"
1172, "PSCI362"
4703, "GBDA228"
798, "CS445"
1431, "KIN429"
4148, "THPERF376"
4067, "ECON102"
2507, "SMF205"
1937, "AE392"
1288, "HLTH445"
3838, "EASIA220R"
517, "MSE551"
90, "CHE314"
669, "CHE498"
4460, "PHARM129"
4100, "SYDE112"
4814, "RS395"
2378, "HLTH454"
191, "HLTH471"
4656, "ENGL108T"
2606, "PLAN387"
1985, "ERS406"
3574, "PHYS460B"
4669, "LS413"
417, "FINE330"
591, "AE204"
3555, "FR297"
2778, "EARTH439"
3769, "GSJ232"
3884, "ENGL381"
3020, "HLTH432B"
2365, "MUSIC371"
4900, "OPTOM377"
4168, "SMF208"
2004, "BUS435W"
1383, "FINE363"
4038, "CHE399"
4087, "MSE597"
3818, "ECE320"
4415, "AFM451"
1226, "CS447"
3908, "PHYS383"
2575, "CS135"
2113, "JS236"
1401, "THPERF407"
1731, "GEOG483"
456, "GER398"
858, "ME538"
1778, "ME400B"
609, "PHIL271"
546, "CO330"
3340, "PACS402"
4993, "MSE211"
1131, "SYDE223"
2821, "AFM100"
3726, "EARTH123"
4248, "PLAN431"
3609, "ECE140"
2106, "CS453"
836, "PSCI304"
4540, "EARTH459"
67, "PD11"
3302, "FINE252"
3769, "RS495"
1087, "CHEM400"
605, "ECE351"
719, "HUMSC301"
4256, "INDEV212"
4730, "CO459"
2684, "SDS245R"
3353, "ME574"
4037, "FR485"
366, "BIOL382"
1251, "ARCH393"
1281, "ENGL409A"
4494, "EMLS102R"
3350, "ERS443"
1740, "COMMST435"
2276, "CHEM392B"
2710, "HHUM288"
4333, "GSJ208L"
729, "KIN402"
2055, "PSYCH257"
4476, "HIST201"
3975, "ANTH290"
2476, "MTE140"
4362, "GRK201"
3414, "HLTH303"
3183, "ENGL206"
2689, "SCI397"
2702, "ENBUS406"
4290, "GEOG471"
1494, "HIST278"
4692, "SMF204"
4397, "OPTOM216"
1896, "CHEM479"
3785, "NE454D"
3847, "ENGL308"
3746, "HIST349"
4738, "AE205"
754, "GEOG392"
4745, "GSJ205"
215, "GEOG407"
498, "BME386"
2290, "MNS10"
2297, "CO459"
3895, "AFM477"
1583, "PHIL221"
1221, "PLAN471"
1490, "PSCI497"
3296, "ENGL210J"
2207, "GEOG484"
1565, "LS315"
1526, "ENGL201"
3983, "CS492"
4588, "ECE102"
2501, "THPERF221"
454, "HIST359"
3703, "CHE491"
2812, "HLTH432A"
2297, "ECE458"
1188, "RS102"
3419, "INDG226"
3606, "SDS251R"
673, "PHARM472"
4756, "GER397"
4723, "ENGL342"
3480, "PHIL256"
976, "PHARM466"
879, "ARCH293"
731, "GENE301"
1582, "AMATH463"
1645, "FR490"
3770, "CLAS251"
1704, "CHE499"
4040, "BIOL351"
404, "CIVE507"
3299, "GBDA412"
2715, "CHEM123L"
4881, "MUSIC111"
167, "ECE402"
580, "RS237"
1635, "PACS318"
926, "MTE100"
4318, "SMF207"
404, "AFM463"
1335, "STAT441"
971, "CS200"
613, "SMF306"
1589, "PHARM366"
3025, "NE496"
363, "ENVS201"
4667, "PHIL262J"
3806, "GENE397"
1947, "PHIL265"
3086, "SYDE586"
2299, "CS497"
3126, "COMMST227"
4664, "ECON452"
3512, "MUSIC335"
385, "GEOG222"
1570, "SCBUS223"
4801, "CHEM265"
2154, "FR424"
3719, "STV302"
4381, "CLAS351"
2263, "ARCH260"
672, "EASIA277R"
3344, "HUMSC489"
1700, "SOCWK221R"
2490, "NE333"
80, "REES272"
2378, "PHARM320"
1723, "JS212"
4292, "ANTH381"
713, "COOP6"
1090, "OPTOM458"
2833, "GBDA306"
2576, "MEDVL251R"
1581, "RS491"
350, "ENGL460C"
595, "ECON382"
392, "MSE100"
3948, "MATH212"
4226, "PHIL422"
2599, "COGSCI300"
4658, "KIN340"
1966, "BME302"
580, "BLKST302"
1026, "HIST263"
1945, "HLTH449"
1924, "ME482"
2432, "PACS328"
1554, "ME200A"
1255, "MATH118"
436, "ENGL348"
4580, "SDS367R"
1391, "HIST247"
1992, "STAT231"
4539, "KIN492"
3532, "COMMST308"
261, "SDS351R"
2739, "SYDE351"
4572, "ECE190"
516, "PHYS454"
1634, "SMF216"
3078, "CO434"
3298, "ENGL325"
1379, "ME353"
257, "SCI396"
3503, "AMATH391"
4769, "PHARM329"
1197, "NE336"
2036, "LS222"
2847, "BIOL365"
4439, "INTEG210"
514, "LS461"
3949, "MSE435"
1429, "HIST207"
4410, "ERS201"
492, "HIST421"
3536, "PHARM151"
4567, "PSCI450"
3246, "GBDA210"
2640, "OPTOM348B"
4929, "RS275"
1435, "PSYCH354R"
2606, "GENE22C"
4055, "SDS330R"
4518, "MSE302"
1740, "LS331"
591, "BET400"
3048, "ANTH300"
217, "HRTS203"
86, "EARTH123"
1943, "PHYS363"
1833, "SWREN120R"
11, "REC420"
4778, "CS251E"
4316, "HLTH284"
423, "NE455B"
4601, "AFM443"
3740, "HIST323"
4983, "ENVS401"
464, "SOCWK399R"
4244, "PSCI314"
107, "GEOG203"
2815, "STAT469"
1657, "ENGL306F"
1049, "HLTH455"
3519, "INDENT320"
3053, "PSYCH487"
4474, "ANTH455"
1688, "MATH127"
2906, "PSYCH483"
2180, "ENVS433"
3901, "SDS490R"
1683, "HIST230"
4460, "CHE361"
752, "ANTH395"
4931, "CIVE498"
4350, "PSYCH470"
1669, "FR255"
2069, "PSCI301"
4679, "CS442"
2251, "ITALST263"
2951, "PACS318"
3700, "BIOL472"
2687, "PSCI387"
1028, "JS233"
4359, "SOC249"
1140, "FR363"
4961, "MEDVL307"
78, "ARTS190"
588, "HIST271"
4224, "GENE21T"
1216, "LAT351"
4381, "MTE544"
305, "FINE220"
1815, "OPTOM139"
4196, "GEOG303"
4, "ARTS122"
2332, "PHIL356"
4856, "ENGL495A"
187, "BUS127W"
3428, "MTE420"
594, "BIOL341"
2314, "ECE204"
4084, "MATH118"
938, "HIST314"
3440, "HLTH481"
2833, "BME186"
2244, "ENGL345"
3033, "FINE226"
2768, "SWREN471R"
683, "NE281"
54, "BME356L"
3948, "MUSIC275"
2415, "BIOL346"
4114, "GEOG314"
2452, "CDNST201"
480, "PHIL324"
4742, "ME340"
2094, "EARTH438"
3812, "ME353"
4037, "SYDE383"
1277, "ARCH362"
2326, "CO330"
2211, "MTE380"
4678, "CLAS103"
610, "SDS323R"
2238, "KOREA301R"
491, "MUSIC256"
1620, "ENBUS306"
2725, "DAC308"
853, "STAT231"
1502, "KIN472"
3902, "ANTH465"
3158, "CS466"
4104, "ME353"
2539, "FINE204"
3539, "SI390R"
1723, "GSJ208E"
4312, "RS220"
2526, "CHEM310"
248, "ERS365"
340, "CLAS225"
1442, "BME581"
278, "ECE101A"
925, "REC422"
2762, "PSCI228"
3842, "ANTH348"
3947, "PHARM228"
1191, "ANTH389"
983, "HIST278"
3650, "CS436"
3512, "RS266"
4866, "CMW390"
99, "EARTH332"
1, "PLAN205"
96, "PHYS335"
4050, "MSE245"
3812, "EMLS110R"
3867, "FINE332"
2150, "SDS331R"
1477, "CHE514"
4319, "SYDE584"
508, "REES261"
1888, "BME294"
2848, "SOC325"
944, "HIST356"
476, "ENGL366"
340, "OPTOM219"
4243, "SOC327"
1638, "MATH124"
2336, "GENE299"
2159, "HIST316"
462, "EARTH458L"
4118, "BLKST101"
2434, "ECON412"
194, "MSE300A"
1604, "SOC369J"
3364, "ARTS301"
2909, "ENGL208G"
3485, "PSYCH232"
70, "SDS499B"
1534, "GSJ402"
2292, "CHINA202R"
949, "ENVE497"
73, "CS371"
1016, "SWREN441R"
3955, "CIVE422"
2034, "PSYCH392"
636, "RS223"
227, "PSYCH292"
540, "ANTH202"
2119, "ENGL210F"
359, "SOC417"
2813, "PACS325"
499, "CHEM266"
318, "COMMST308"
4485, "OPTOM252L"
4758, "SMF301"
3058, "ECON422"
1871, "ENGL460D"
72, "ENGL293"
4278, "MUSIC232"
4800, "FR400"
2423, "BIOL490C"
1311, "GBDA365"
102, "ENGL205R"
3960, "ARCH540"
3579, "ERS294"
502, "SE202"
1985, "PHYS122L"
568, "PHIL100J"
1638, "SOCWK390B"
4513, "PSYCH101R"
300, "COMM101"
143, "KIN433"
1407, "AFM477"
1915, "PSYCH361"
472, "CIVE596"
2372, "GER397"
1568, "SWREN472R"
2308, "ERS402"
47, "CHEM200"
2710, "CO370"
622, "ENVE277"
1073, "DAC305"
1944, "MATH115"
1996, "MSE422"
305, "ECE498B"
1097, "CIVE498"
1524, "PHYS260B"
357, "HLTH480"
4439, "PSCI426"
1183, "BIOL403"
1458, "GENE101"
4100, "BUS398W"
2234, "CIVE123"
4702, "REC218"
1983, "FINE261"
1589, "FINE224"
2262, "BME564"
479, "NE408"
1430, "AFM417"
919, "ERS265"
847, "COMM433"
2658, "SCI300"
2055, "STAT321"
2199, "PSYCH356"
3158, "KIN427"
2562, "AE224"
868, "CHE313"
2660, "PSYCH399R"
3858, "SOC280"
258, "CIVE280"
2911, "CS370"
1693, "ME538"
1525, "CROAT299"
313, "HIST263"
104, "SCI230"
2335, "MATH117"
2620, "PACS335"
4448, "RS327"
77, "BIOL469"
1677, "ARCH342"
904, "PSYCH253"
3300, "SCI397"
1567, "BME461"
296, "DAC203"
3113, "BIOL479"
2795, "CIVE460"
1531, "AFM206"
806, "SPAN201A"
1186, "PSCI452"
4547, "JAPAN301R"
1533, "SFM311"
1383, "CHE521"
1397, "FINE364"
4533, "RS204"
1493, "LS387"
4465, "CHE543"
2050, "ECON290"
1804, "CIVE121"
1263, "BME162"
2090, "ANTH311"
380, "PSCI255"
2007, "SOC409"
2687, "CLAS327"
541, "RS271"
4795, "MTE300B"
4283, "GENE396"
2418, "INDEV275"
4062, "ITAL102"
45, "ECON409"
722, "GEOG225"
2060, "BIOL432"
2472, "PSYCH356R"
4097, "ANTH391"
2050, "ERS340"
3171, "COMMST499B"
4415, "MTE220"
4856, "BIOL490C"
809, "MATBUS470"
2344, "PACS312"
1146, "AFM451"
3439, "ENVE275"
4241, "PSYCH232"
2520, "ERS201"
2343, "EMLS105R"
903, "NE109"
2111, "GEOG420"
1671, "SDS370R"
4654, "THPERF386"
1305, "ACTSC423"
3924, "PLAN102"
1292, "ENGL320"
2106, "SDS323R"
2901, "GER299"
1168, "PMATH440"
2397, "COMM231"
3470, "MTE252"
1764, "GEOG318"
4964, "CLAS205"
2515, "SOC462"
1451, "ME573"
1030, "INDEV300"
1232, "PHIL207J"
829, "GEOG274"
1462, "ENGL243"
1958, "ENGL210G"
2624, "ME351"
258, "BASE44"
4100, "ARTS365"
4186, "SMF317"
198, "PSYCH312"
1793, "PLAN476"
2269, "GRK490"
686, "SOC418"
3305, "ARABIC302R"
1059, "ERS202"
2464, "THPERF389"
1973, "HLTH245"
4890, "PSCI334"
519, "ANTH233"
1277, "ENGL318"
2527, "AFM445"
209, "CLAS325"
743, "BIOL309"
4644, "CIVE498"
1318, "FR373"
3576, "ITAL101"
3599, "KIN414"
4819, "CHE498"
1630, "CS100"
3927, "MATH116"
1896, "FINE363"
1790, "OPTOM460"
3085, "ENGL101B"
4022, "GSJ101"
1580, "CS343"
2049, "PHIL350"
790, "BUS283W"
691, "INDEV375"
1318, "ERS341"
3491, "OPTOM346"
3218, "ENGL361"
1768, "PHIL121"
321, "JS215"
1117, "RS342"
1521, "PHIL118J"
1356, "MTHEL498"
2731, "ECE375"
2759, "THPERF406"
2665, "HIST257"
1407, "COMMST149"
3117, "PSCI486"
4710, "ERS400"
3994, "GBDA211"
1464, "ECE380"
2576, "AFM391"
2910, "FINE226"
4612, "HIST262"
2379, "PSCI487"
179, "GEOE353"
2851, "CHINA302R"
126, "SCI250"
3154, "PLAN477"
1612, "DAC203"
268, "COOP5"
4886, "FINE130"
3990, "BUS247W"
992, "INNOV201"
1215, "ENGL335"
779, "INTEG441"
4831, "ENGL472"
440, "PSYCH393"
720, "FR297"
637, "PSYCH212"
4446, "PHARM466"
453, "CHE571"
3067, "PSYCH420"
4562, "FINE206"
1059, "MUSIC334"
280, "PACS328"
4105, "SDS411R"
2228, "EARTH238"
4969, "LS263"
2787, "OPTOM348B"
4291, "MUSIC270"
3845, "SOC416"
207, "HEALTH100"
812, "MSE531"
40, "RS395"
440, "ARCH510"
2624, "ANTH499A"
1304, "PSCI455"
2156, "DAC300"
3913, "PHYS461"
1615, "BME202"
3772, "JS228"
4379, "ENVE277"
992, "GRK491"
2876, "THPERF306"
3126, "CIVE205"
3415, "MUSIC216"
1218, "PSYCH397"
1926, "CIVE265"
3911, "NE471"
4032, "AE491"
1668, "DAC401"
1578, "CO499"
2724, "KIN204"
179, "SMF220"
4705, "NE461"
2945, "SOC207"
463, "GERON401A"
2683, "PHYS370L"
4874, "HIST324"
3110, "HIST313"
372, "ARCH510"
3278, "PLAN110"
3984, "CHEM123L"
4712, "FINE392"
3719, "GBDA365"
4120, "AE498"
2593, "MEDVL304"
3470, "ECE445"
3892, "AMATH477"
2200, "SE463"
2851, "KIN354"
1461, "PHYS375"
2647, "BME284"
4987, "COMMST399"
3292, "BET340"
442, "PSYCH256"
3592, "ME101"
1735, "ENGL140R"
1927, "OPTOM478"
651, "GEOG316"
3034, "BIOL240L"
2595, "MATH215"
4535, "ACTSC432"
2117, "ENBUS102"
2171, "RS344"
2095, "COOP11"
3099, "COOP2"
3204, "APPLS306R"
333, "NE459"
2750, "AE204"
665, "SCBUS122"
693, "CO456"
1979, "CS499T"
4013, "ERS341"
1203, "GER307"
2515, "INDG390"
3380, "PHARM363"
2790, "BUS375W"
3943, "GEOG209"
1677, "PLAN414"
934, "SCBUS225"
4670, "SCI300"
1516, "PSYCH211"
1068, "BUS445W"
2597, "CS136L"
3424, "CHEM495"
1424, "HIST423"
64, "PHIL240"
1204, "ENGL221"
1550, "PLAN349"
2283, "ERS402"
4879, "REC218"
2258, "PACS315"
1430, "GENE23E"
2030, "PSYCH352"
2845, "ARBUS302"
3545, "PLAN380"
4129, "PSCI495"
1512, "PHIL237"
1645, "ENGL319"
526, "CLAS490B"
179, "SWREN331R"
4373, "SYDE252"
3566, "REC200"
1923, "HLTH358"
479, "PSYCH306"
1373, "MSE311"
1305, "SYDE182"
1915, "PLAN445"
1943, "BIOL355"
3112, "REC450"
3821, "HRTS203"
4590, "CO227"
2525, "MUSIC392"
2605, "PSYCH399R"
2567, "PHARM372"
4103, "PSYCH439"
3743, "PSYCH310"
2748, "BME121"
366, "INTEG375"
1439, "HLTH449"
4510, "PHARM377"
4303, "ITALST100"
3161, "BUS452W"
2090, "PSCI360"
4188, "PSYCH396"
3845, "COMMST475"
732, "ANTH222"
2264, "ENGL411"
2395, "ANTH289"
1526, "HIST278"
1425, "PHYS335"
2553, "SDS400R"
155, "ECE331"
3405, "GEOE153"
2311, "PHIL422"
1432, "ENBUS203"
2053, "PHYS468"
2695, "SYDE361"
3401, "HIST231R"
1938, "MNS321"
1270, "SCBUS323"
4194, "CS346"
3501, "PHARM466"
2563, "INTEG475B"
1325, "ENGL303"
2381, "RS236"
1777, "GEOG207"
3956, "CO456"
106, "AFM447"
932, "CS431"
1315, "ENGL403"
4927, "GEOG490A"
3277, "ECE488"
4697, "SDS405R"
893, "REC230"
4712, "ARBUS300"
3426, "ACTSC232"
3799, "SPAN150"
2329, "HIST304"
3748, "INDEV401"
4003, "PHARM321"
3394, "NE459"
4804, "GENE22A"
2940, "GEOG456"
4760, "LS405"
3116, "ECE405A"
2036, "ENBUS309"
3820, "BIOL110"
3359, "ECE307"
4473, "SYDE111"
1905, "ECE467"
4955, "ENGL109"
3012, "ENVS444"
341, "BME393"
3268, "CMW390"
4613, "ANTH365"
612, "SOC370"
1636, "RS307"
508, "KIN121"
1459, "HHUM263"
1119, "PHIL340"
3021, "AMATH390"
1634, "CHEM491A"
412, "ME250"
3041, "GSJ410"
1421, "ENVE498"
3938, "BME499"
4, "PLAN453"
4654, "STAT435"
3476, "SYDE553"
4075, "SYDE302"
3382, "STAT230"
1291, "CO456"
2073, "BME499"
4447, "PHIL380"
259, "ECE402"
321, "GSJ208L"
2634, "ENGL202A"
4850, "AFM324"
713, "PSYCH213R"
2301, "BIOL201"
2533, "SMF230"
4143, "HEALTH395"
3938, "PDPHRM4"
1939, "INDEV302"
4249, "AFM377"
3487, "COMM431"
905, "FR353"
82, "SMF200"
2245, "SDS323R"
2224, "SI310R"
1380, "BUS472W"
3571, "GENE315"
701, "ACTSC432"
2727, "STAT337"
